,ID,EC number,reaction,flux
7221,THR_PROTON_vc1,NA,1.008 PROTON_v1 + THR_c1 --> PROTON_c1 + 0.992 THR_v1 + 0.008 aTHR_v1,0.0
7222,UGD_RXN_c10,1.1.1.22,2.0 NAD_c10 + UDP_GLUCOSE_c10 + WATER_c10 --> 2.0 NADH_c10 + 3.0 PROTON_c10 + UDP_GLUCURONATE_c10,0.0
7223,THR_PROTON_vc2,NA,1.0101 PROTON_v2 + THR_c2 --> PROTON_c2 + 0.9899 THR_v2 + 0.0101 aTHR_v2,0.0
7224,THR_PROTON_vc3,NA,1.0126 PROTON_v3 + THR_c3 --> PROTON_c3 + 0.9873 THR_v3 + 0.0126 aTHR_v3,0.0
7225,THR_PROTON_vc4,NA,1.0159 PROTON_v4 + THR_c4 --> PROTON_c4 + 0.9841 THR_v4 + 0.0159 aTHR_v4,0.019283485900030675
7226,THR_PROTON_vc5,NA,1.0199 PROTON_v5 + THR_c5 --> PROTON_c5 + 0.9801 THR_v5 + 0.0199 aTHR_v5,0.0
7227,THR_PROTON_vc6,NA,1.0249 PROTON_v6 + THR_c6 --> PROTON_c6 + 0.9751 THR_v6 + 0.0249 aTHR_v6,0.0
7228,THR_PROTON_vc7,NA,1.0249 PROTON_v7 + THR_c7 --> PROTON_c7 + 0.9751 THR_v7 + 0.0249 aTHR_v7,0.0
7229,TYROSINE_AMINOTRANSFERASE_RXN_p10,2.6.1.5,GLT_p10 + 0.82 P_HYDROXY_PHENYLPYRUVATE_p10 + 0.18 aP_HYDROXY_PHENYLPYRUVATE_p10 <=> 2_KETOGLUTARATE_p10 + TYR_p10,0.0
7230,PROTON_ATPase_c10,NA,0.65 ATP_c10 + 0.45 PROTON_c10 + WATER_c10 + 0.35 aATP_c10 --> 0.5 ADP_c10 + PROTON_e10 + 0.7 Pi_c10 + 0.5 aADP_c10 + 0.3 aPi_c10,6.855046247879486
7231,SER_xc6,NA,SER_x6 <=> SER_c6,0.0
7232,SER_xc5,NA,SER_x5 <=> SER_c5,0.0
7233,SER_xc4,NA,SER_x4 <=> SER_c4,0.0
7234,SER_xc3,NA,SER_x3 <=> SER_c3,0.0
7235,SER_xc2,NA,SER_x2 <=> SER_c2,0.0
7236,SER_xc1,NA,SER_x1 <=> SER_c1,0.0
7237,ARGSUCCINSYN_RXN_p10,6.3.4.5,0.9 ATP_p10 + L_ASPARTATE_p10 + L_CITRULLINE_p10 + 0.1 aATP_p10 --> AMP_p10 + L_ARGININO_SUCCINATE_p10 + 0.55 PPI_p10 + 1.55 PROTON_p10 + 0.45 bPPI_p10,1.7329955211719472e-06
7238,4_AMINO_BUTYRATE_PROTON_rev_vc2,NA,0.3198 4_AMINO_BUTYRATE_v2 + 0.3198 PROTON_v2 + 0.6802 a4_AMINO_BUTYRATE_v2 --> 4_AMINO_BUTYRATE_c2 + PROTON_c2,0.0
7239,4_AMINO_BUTYRATE_PROTON_rev_vc3,NA,0.2719 4_AMINO_BUTYRATE_v3 + 0.2719 PROTON_v3 + 0.7281 a4_AMINO_BUTYRATE_v3 --> 4_AMINO_BUTYRATE_c3 + PROTON_c3,0.0
7240,4_AMINO_BUTYRATE_PROTON_rev_vc1,NA,0.3718 4_AMINO_BUTYRATE_v1 + 0.3718 PROTON_v1 + 0.6282 a4_AMINO_BUTYRATE_v1 --> 4_AMINO_BUTYRATE_c1 + PROTON_c1,0.0
7241,SER_xc9,NA,SER_x9 <=> SER_c9,0.0
7242,SER_xc8,NA,SER_x8 <=> SER_c8,0.0
7243,SER_xc7,NA,SER_x7 <=> SER_c7,0.0
7244,3_ISOPROPYLMALISOM_RXN_p7,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p7 --> CPD_9451_p7 + WATER_p7,0.0
7245,3_ISOPROPYLMALISOM_RXN_p6,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p6 --> CPD_9451_p6 + WATER_p6,0.0
7246,3_ISOPROPYLMALISOM_RXN_p5,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p5 --> CPD_9451_p5 + WATER_p5,0.0
7247,MALTODEG_RXN_c9,NIL,MALTOSE_c9 <=> GLC_c9 + Heteroglycans_c9,0.0
7248,3_ISOPROPYLMALISOM_RXN_p4,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p4 --> CPD_9451_p4 + WATER_p4,0.0004033938666815974
7249,3_ISOPROPYLMALISOM_RXN_p3,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p3 --> CPD_9451_p3 + WATER_p3,0.00013882784611014354
7250,MALTODEG_RXN_c7,NIL,MALTOSE_c7 <=> GLC_c7 + Heteroglycans_c7,0.0
7251,3_ISOPROPYLMALISOM_RXN_p2,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p2 --> CPD_9451_p2 + WATER_p2,9.312317568539631e-05
7252,MALTODEG_RXN_c8,NIL,MALTOSE_c8 <=> GLC_c8 + Heteroglycans_c8,0.0
7253,3_ISOPROPYLMALISOM_RXN_p1,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p1 --> CPD_9451_p1 + WATER_p1,6.024485522855437e-05
7254,MALTODEG_RXN_c5,NIL,MALTOSE_c5 <=> GLC_c5 + Heteroglycans_c5,0.0
7255,MALTODEG_RXN_c6,NIL,MALTOSE_c6 <=> GLC_c6 + Heteroglycans_c6,0.0
7256,MALTODEG_RXN_c3,NIL,MALTOSE_c3 <=> GLC_c3 + Heteroglycans_c3,0.0
7257,MALTODEG_RXN_c4,NIL,MALTOSE_c4 <=> GLC_c4 + Heteroglycans_c4,0.0
7258,MALTODEG_RXN_c1,NIL,MALTOSE_c1 <=> GLC_c1 + Heteroglycans_c1,0.0
7259,MALTODEG_RXN_c2,NIL,MALTOSE_c2 <=> GLC_c2 + Heteroglycans_c2,0.0
7260,PRPPAMIDOTRANS_RXN_p10,2.4.2.14,GLN_p10 + 0.8 PRPP_p10 + WATER_p10 + 0.2 aPRPP_p10 --> 0.5 5_P_BETA_D_RIBOSYL_AMINE_p10 + GLT_p10 + 0.55 PPI_p10 + 2.15 PROTON_p10 + 0.5 a5_P_BETA_D_RIBOSYL_AMINE_p10 + 0.45 bPPI_p10,0.0
7261,Ca_tx8,NA, <=> CAII_e8,0.0
7262,ALANINE_AMINOTRANSFERASE_RXN_m1,2.6.1.2,2_KETOGLUTARATE_m1 + L_ALPHA_ALANINE_m1 <=> GLT_m1 + PYRUVATE_m1,0.0
7263,Ca_tx9,NA, <=> CAII_e9,0.0
7264,ALANINE_AMINOTRANSFERASE_RXN_m2,2.6.1.2,2_KETOGLUTARATE_m2 + L_ALPHA_ALANINE_m2 <=> GLT_m2 + PYRUVATE_m2,0.0
7265,ALANINE_AMINOTRANSFERASE_RXN_m3,2.6.1.2,2_KETOGLUTARATE_m3 + L_ALPHA_ALANINE_m3 <=> GLT_m3 + PYRUVATE_m3,0.0
7266,ALANINE_AMINOTRANSFERASE_RXN_m4,2.6.1.2,2_KETOGLUTARATE_m4 + L_ALPHA_ALANINE_m4 <=> GLT_m4 + PYRUVATE_m4,0.0
7267,3_ISOPROPYLMALISOM_RXN_p9,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p9 --> CPD_9451_p9 + WATER_p9,0.0
7268,3_ISOPROPYLMALISOM_RXN_p8,4.2.1.33,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p8 --> CPD_9451_p8 + WATER_p8,0.0
7269,ALANINE_AMINOTRANSFERASE_RXN_m9,2.6.1.2,2_KETOGLUTARATE_m9 + L_ALPHA_ALANINE_m9 <=> GLT_m9 + PYRUVATE_m9,0.0
7270,4_AMINO_BUTYRATE_PROTON_rev_vc8,NA,0.1576 4_AMINO_BUTYRATE_v8 + 0.1576 PROTON_v8 + 0.8424 a4_AMINO_BUTYRATE_v8 --> 4_AMINO_BUTYRATE_c8 + PROTON_c8,0.0
7271,4_AMINO_BUTYRATE_PROTON_rev_vc9,NA,0.1576 4_AMINO_BUTYRATE_v9 + 0.1576 PROTON_v9 + 0.8424 a4_AMINO_BUTYRATE_v9 --> 4_AMINO_BUTYRATE_c9 + PROTON_c9,0.0
7272,ALANINE_AMINOTRANSFERASE_RXN_m5,2.6.1.2,2_KETOGLUTARATE_m5 + L_ALPHA_ALANINE_m5 <=> GLT_m5 + PYRUVATE_m5,0.0
7273,4_AMINO_BUTYRATE_PROTON_rev_vc6,NA,0.1576 4_AMINO_BUTYRATE_v6 + 0.1576 PROTON_v6 + 0.8424 a4_AMINO_BUTYRATE_v6 --> 4_AMINO_BUTYRATE_c6 + PROTON_c6,0.0
7274,ALANINE_AMINOTRANSFERASE_RXN_m6,2.6.1.2,2_KETOGLUTARATE_m6 + L_ALPHA_ALANINE_m6 <=> GLT_m6 + PYRUVATE_m6,0.0
7275,4_AMINO_BUTYRATE_PROTON_rev_vc7,NA,0.1576 4_AMINO_BUTYRATE_v7 + 0.1576 PROTON_v7 + 0.8424 a4_AMINO_BUTYRATE_v7 --> 4_AMINO_BUTYRATE_c7 + PROTON_c7,0.0
7276,ALANINE_AMINOTRANSFERASE_RXN_m7,2.6.1.2,2_KETOGLUTARATE_m7 + L_ALPHA_ALANINE_m7 <=> GLT_m7 + PYRUVATE_m7,0.0
7277,4_AMINO_BUTYRATE_PROTON_rev_vc4,NA,0.2287 4_AMINO_BUTYRATE_v4 + 0.2287 PROTON_v4 + 0.7713 a4_AMINO_BUTYRATE_v4 --> 4_AMINO_BUTYRATE_c4 + PROTON_c4,0.0
7278,ALANINE_AMINOTRANSFERASE_RXN_m8,2.6.1.2,2_KETOGLUTARATE_m8 + L_ALPHA_ALANINE_m8 <=> GLT_m8 + PYRUVATE_m8,0.0
7279,4_AMINO_BUTYRATE_PROTON_rev_vc5,NA,0.1907 4_AMINO_BUTYRATE_v5 + 0.1907 PROTON_v5 + 0.8093 a4_AMINO_BUTYRATE_v5 --> 4_AMINO_BUTYRATE_c5 + PROTON_c5,0.0
7280,ISOCITDEH_RXN_c1,1.1.1.42,NADP_c1 + THREO_DS_ISO_CITRATE_c1 <=> 2_KETOGLUTARATE_c1 + CARBON_DIOXIDE_c1 + NADPH_c1,2.032252014580277
7281,ISOCITDEH_RXN_c3,1.1.1.42,NADP_c3 + THREO_DS_ISO_CITRATE_c3 <=> 2_KETOGLUTARATE_c3 + CARBON_DIOXIDE_c3 + NADPH_c3,2.442698044130749
7282,ISOCITDEH_RXN_c2,1.1.1.42,NADP_c2 + THREO_DS_ISO_CITRATE_c2 <=> 2_KETOGLUTARATE_c2 + CARBON_DIOXIDE_c2 + NADPH_c2,2.073834025508577
7283,ISOCITDEH_RXN_c5,1.1.1.42,NADP_c5 + THREO_DS_ISO_CITRATE_c5 <=> 2_KETOGLUTARATE_c5 + CARBON_DIOXIDE_c5 + NADPH_c5,2.5044165725761096
7284,ISOCITDEH_RXN_c4,1.1.1.42,NADP_c4 + THREO_DS_ISO_CITRATE_c4 <=> 2_KETOGLUTARATE_c4 + CARBON_DIOXIDE_c4 + NADPH_c4,2.6945565898567194
7285,ISOCITDEH_RXN_c7,1.1.1.42,NADP_c7 + THREO_DS_ISO_CITRATE_c7 <=> 2_KETOGLUTARATE_c7 + CARBON_DIOXIDE_c7 + NADPH_c7,1.8695026938001789
7286,ISOCITDEH_RXN_c6,1.1.1.42,NADP_c6 + THREO_DS_ISO_CITRATE_c6 <=> 2_KETOGLUTARATE_c6 + CARBON_DIOXIDE_c6 + NADPH_c6,2.0536234072403725
7287,ISOCITDEH_RXN_c9,1.1.1.42,NADP_c9 + THREO_DS_ISO_CITRATE_c9 <=> 2_KETOGLUTARATE_c9 + CARBON_DIOXIDE_c9 + NADPH_c9,1.5986555347001905
7288,ISOCITDEH_RXN_c8,1.1.1.42,NADP_c8 + THREO_DS_ISO_CITRATE_c8 <=> 2_KETOGLUTARATE_c8 + CARBON_DIOXIDE_c8 + NADPH_c8,1.6571666942797854
7289,4_AMINO_BUTYRATE_PROTON_vc10,NA,4_AMINO_BUTYRATE_c10 + 1.8424 PROTON_v10 --> 0.1576 4_AMINO_BUTYRATE_v10 + PROTON_c10 + 0.8424 a4_AMINO_BUTYRATE_v10,0.20263209954520744
7290,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m2,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m2 + WATER_m2 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m2,0.0
7291,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m1,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m1 + WATER_m1 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m1,0.0
7292,ALANINE_AMINOTRANSFERASE_RXN_x4,2.6.1.2,2_KETOGLUTARATE_x4 + L_ALPHA_ALANINE_x4 <=> GLT_x4 + PYRUVATE_x4,0.0
7293,PYRUVATE_pc6,NA,PYRUVATE_p6 <=> PYRUVATE_c6,0.0
7294,ALANINE_AMINOTRANSFERASE_RXN_x5,2.6.1.2,2_KETOGLUTARATE_x5 + L_ALPHA_ALANINE_x5 <=> GLT_x5 + PYRUVATE_x5,0.0
7295,PYRUVATE_pc5,NA,PYRUVATE_p5 <=> PYRUVATE_c5,0.0
7296,ALANINE_AMINOTRANSFERASE_RXN_x6,2.6.1.2,2_KETOGLUTARATE_x6 + L_ALPHA_ALANINE_x6 <=> GLT_x6 + PYRUVATE_x6,0.0
7297,PYRUVATE_pc8,NA,PYRUVATE_p8 <=> PYRUVATE_c8,-0.02373596590700252
7298,ALANINE_AMINOTRANSFERASE_RXN_x7,2.6.1.2,2_KETOGLUTARATE_x7 + L_ALPHA_ALANINE_x7 <=> GLT_x7 + PYRUVATE_x7,0.0
7299,PYRUVATE_pc7,NA,PYRUVATE_p7 <=> PYRUVATE_c7,0.0
7300,ALANINE_AMINOTRANSFERASE_RXN_x1,2.6.1.2,2_KETOGLUTARATE_x1 + L_ALPHA_ALANINE_x1 <=> GLT_x1 + PYRUVATE_x1,0.0
7301,PYRUVATE_pc9,NA,PYRUVATE_p9 <=> PYRUVATE_c9,-0.010601540151653488
7302,ALANINE_AMINOTRANSFERASE_RXN_x2,2.6.1.2,2_KETOGLUTARATE_x2 + L_ALPHA_ALANINE_x2 <=> GLT_x2 + PYRUVATE_x2,0.0
7303,ALANINE_AMINOTRANSFERASE_RXN_x3,2.6.1.2,2_KETOGLUTARATE_x3 + L_ALPHA_ALANINE_x3 <=> GLT_x3 + PYRUVATE_x3,0.0
7304,ALANINE_AMINOTRANSFERASE_RXN_x8,2.6.1.2,2_KETOGLUTARATE_x8 + L_ALPHA_ALANINE_x8 <=> GLT_x8 + PYRUVATE_x8,0.0
7305,PYRUVATE_pc2,NA,PYRUVATE_p2 <=> PYRUVATE_c2,1.6973725516505784
7306,ALANINE_AMINOTRANSFERASE_RXN_x9,2.6.1.2,2_KETOGLUTARATE_x9 + L_ALPHA_ALANINE_x9 <=> GLT_x9 + PYRUVATE_x9,0.0
7307,PYRUVATE_pc1,NA,PYRUVATE_p1 <=> PYRUVATE_c1,0.7202635858108585
7308,PYRUVATE_pc4,NA,PYRUVATE_p4 <=> PYRUVATE_c4,0.0
7309,PYRUVATE_pc3,NA,PYRUVATE_p3 <=> PYRUVATE_c3,2.53613967145647
7310,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m6,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m6 + WATER_m6 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m6,0.0
7311,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m5,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m5 + WATER_m5 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m5,0.0
7312,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m4,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m4 + WATER_m4 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m4,0.0
7313,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m3,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m3 + WATER_m3 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m3,0.0
7314,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m9,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m9 + WATER_m9 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m9,0.0
7315,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m8,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m8 + WATER_m8 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m8,0.0
7316,ACETOLACTSYN_RXN_p10,2.2.1.6,PROTON_p10 + 2.0 PYRUVATE_p10 --> 2_ACETO_LACTATE_p10 + CARBON_DIOXIDE_p10,2.8041068061754323e-05
7317,METHYLGLUTACONYL_COA_HYDRATASE_RXN_m7,4.2.1.18,TRANS_3_METHYL_GLUTACONYL_COA_m7 + WATER_m7 --> 3_HYDROXY_3_METHYL_GLUTARYL_COA_m7,0.0
7318,ADENYLOSUCCINATE_SYNTHASE_RXN_p10,6.3.4.4,0.9 GTP_p10 + IMP_p10 + L_ASPARTATE_p10 + 0.1 aGTP_p10 --> ADENYLOSUCC_p10 + 0.2 GDP_p10 + 1.3 PROTON_p10 + Pi_p10 + 0.8 aGDP_p10,0.0
7319,THREONINE_ALDOLASE_RXN_c8,4.1.2.5,THR_c8 --> ACETALD_c8 + GLY_c8,0.005239801171046878
7320,THREONINE_ALDOLASE_RXN_c9,4.1.2.5,THR_c9 --> ACETALD_c9 + GLY_c9,0.001684559409081902
7321,THREONINE_ALDOLASE_RXN_c6,4.1.2.5,THR_c6 --> ACETALD_c6 + GLY_c6,0.023508132392598184
7322,THREONINE_ALDOLASE_RXN_c7,4.1.2.5,THR_c7 --> ACETALD_c7 + GLY_c7,0.016637548788822426
7323,THREONINE_ALDOLASE_RXN_c4,4.1.2.5,THR_c4 --> ACETALD_c4 + GLY_c4,0.0
7324,THREONINE_ALDOLASE_RXN_c5,4.1.2.5,THR_c5 --> ACETALD_c5 + GLY_c5,0.009575156174770309
7325,ISOCITDEH_RXN_c10,1.1.1.42,NADP_c10 + THREO_DS_ISO_CITRATE_c10 <=> 2_KETOGLUTARATE_c10 + CARBON_DIOXIDE_c10 + NADPH_c10,3.937231850863248
7326,THREONINE_ALDOLASE_RXN_c2,4.1.2.5,THR_c2 --> ACETALD_c2 + GLY_c2,0.01773097218306494
7327,THREONINE_ALDOLASE_RXN_c3,4.1.2.5,THR_c3 --> ACETALD_c3 + GLY_c3,0.016632559045459388
7328,THREONINE_ALDOLASE_RXN_c1,4.1.2.5,THR_c1 --> ACETALD_c1 + GLY_c1,0.018931476164547486
7329,RXN_9516_p10,2.3.1.41,Butanoyl_ACPs_p10 + MALONYL_ACP_p10 + PROTON_p10 --> 3_oxo_hexanoyl_ACPs_p10 + ACP_p10 + CARBON_DIOXIDE_p10,0.0
7330,CYTOCHROME_C_OXIDASE_RXN_mc9,1.9.3.1,4.0 Cytochromes_C_Reduced_mc9 + OXYGEN_MOLECULE_m9 + 8.0 PROTON_m9 --> 4.0 Cytochromes_C_Oxidized_mc9 + 4.0 PROTON_c9 + 2.0 WATER_m9,0.0
7331,CYTOCHROME_C_OXIDASE_RXN_mc8,1.9.3.1,4.0 Cytochromes_C_Reduced_mc8 + OXYGEN_MOLECULE_m8 + 8.0 PROTON_m8 --> 4.0 Cytochromes_C_Oxidized_mc8 + 4.0 PROTON_c8 + 2.0 WATER_m8,0.0
7332,CYTOCHROME_C_OXIDASE_RXN_mc3,1.9.3.1,4.0 Cytochromes_C_Reduced_mc3 + OXYGEN_MOLECULE_m3 + 8.0 PROTON_m3 --> 4.0 Cytochromes_C_Oxidized_mc3 + 4.0 PROTON_c3 + 2.0 WATER_m3,0.0
7333,CYTOCHROME_C_OXIDASE_RXN_mc2,1.9.3.1,4.0 Cytochromes_C_Reduced_mc2 + OXYGEN_MOLECULE_m2 + 8.0 PROTON_m2 --> 4.0 Cytochromes_C_Oxidized_mc2 + 4.0 PROTON_c2 + 2.0 WATER_m2,0.0
7334,CYTOCHROME_C_OXIDASE_RXN_mc1,1.9.3.1,4.0 Cytochromes_C_Reduced_mc1 + OXYGEN_MOLECULE_m1 + 8.0 PROTON_m1 --> 4.0 Cytochromes_C_Oxidized_mc1 + 4.0 PROTON_c1 + 2.0 WATER_m1,0.0
7335,CYTOCHROME_C_OXIDASE_RXN_mc7,1.9.3.1,4.0 Cytochromes_C_Reduced_mc7 + OXYGEN_MOLECULE_m7 + 8.0 PROTON_m7 --> 4.0 Cytochromes_C_Oxidized_mc7 + 4.0 PROTON_c7 + 2.0 WATER_m7,0.0
7336,CYTOCHROME_C_OXIDASE_RXN_mc6,1.9.3.1,4.0 Cytochromes_C_Reduced_mc6 + OXYGEN_MOLECULE_m6 + 8.0 PROTON_m6 --> 4.0 Cytochromes_C_Oxidized_mc6 + 4.0 PROTON_c6 + 2.0 WATER_m6,0.0
7337,CYTOCHROME_C_OXIDASE_RXN_mc5,1.9.3.1,4.0 Cytochromes_C_Reduced_mc5 + OXYGEN_MOLECULE_m5 + 8.0 PROTON_m5 --> 4.0 Cytochromes_C_Oxidized_mc5 + 4.0 PROTON_c5 + 2.0 WATER_m5,0.0
7338,CYTOCHROME_C_OXIDASE_RXN_mc4,1.9.3.1,4.0 Cytochromes_C_Reduced_mc4 + OXYGEN_MOLECULE_m4 + 8.0 PROTON_m4 --> 4.0 Cytochromes_C_Oxidized_mc4 + 4.0 PROTON_c4 + 2.0 WATER_m4,0.0
7339,ARG_HIS_mc8,NA,ARG_m8 + HIS_c8 <=> ARG_c8 + HIS_m8,0.0
7340,ARG_HIS_mc7,NA,ARG_m7 + HIS_c7 <=> ARG_c7 + HIS_m7,0.0
7341,ARG_HIS_mc6,NA,ARG_m6 + HIS_c6 <=> ARG_c6 + HIS_m6,0.0
7342,FUMHYDR_RXN_m10,4.2.1.2,FUM_m10 + WATER_m10 <=> MAL_m10,1.8990976796029355
7343,ARG_HIS_mc5,NA,ARG_m5 + HIS_c5 <=> ARG_c5 + HIS_m5,0.0
7344,ARG_HIS_mc4,NA,ARG_m4 + HIS_c4 <=> ARG_c4 + HIS_m4,0.0
7345,ARG_HIS_mc3,NA,ARG_m3 + HIS_c3 <=> ARG_c3 + HIS_m3,0.0
7346,ARG_HIS_mc2,NA,ARG_m2 + HIS_c2 <=> ARG_c2 + HIS_m2,0.0
7347,ARG_HIS_mc1,NA,ARG_m1 + HIS_c1 <=> ARG_c1 + HIS_m1,0.0
7348,RXN_9514_p1,1.1.1.100,Acetoacetyl_ACPs_p1 + NADPH_p1 + PROTON_p1 --> Beta_3_hydroxybutyryl_ACPs_p1 + NADP_p1,0.04176133807598526
7349,RXN_9514_p3,1.1.1.100,Acetoacetyl_ACPs_p3 + NADPH_p3 + PROTON_p3 --> Beta_3_hydroxybutyryl_ACPs_p3 + NADP_p3,0.09057340819038637
7350,RXN_9514_p2,1.1.1.100,Acetoacetyl_ACPs_p2 + NADPH_p2 + PROTON_p2 --> Beta_3_hydroxybutyryl_ACPs_p2 + NADP_p2,0.06578418173678172
7351,LYSINE_TRNA_LIGASE_RXN_c3,6.1.1.6,0.65 ATP_c3 + LYS_c3 + LYS_tRNAs_c3 + PROTON_c3 + 0.35 aATP_c3 --> AMP_c3 + Charged_LYS_tRNAs_c3 + 0.65 PPI_c3 + 0.35 aPPI_c3,0.008879071550727601
7352,LYSINE_TRNA_LIGASE_RXN_c2,6.1.1.6,0.65 ATP_c2 + LYS_c2 + LYS_tRNAs_c2 + PROTON_c2 + 0.35 aATP_c2 --> AMP_c2 + Charged_LYS_tRNAs_c2 + 0.65 PPI_c2 + 0.35 aPPI_c2,0.005955918521458619
7353,LYSINE_TRNA_LIGASE_RXN_c1,6.1.1.6,0.65 ATP_c1 + LYS_c1 + LYS_tRNAs_c1 + PROTON_c1 + 0.35 aATP_c1 --> AMP_c1 + Charged_LYS_tRNAs_c1 + 0.65 PPI_c1 + 0.35 aPPI_c1,0.00385310580784467
7354,RXN_9514_p9,1.1.1.100,Acetoacetyl_ACPs_p9 + NADPH_p9 + PROTON_p9 --> Beta_3_hydroxybutyryl_ACPs_p9 + NADP_p9,0.0033210653315288163
7355,LYSINE_TRNA_LIGASE_RXN_c7,6.1.1.6,0.65 ATP_c7 + LYS_c7 + LYS_tRNAs_c7 + PROTON_c7 + 0.35 aATP_c7 --> AMP_c7 + Charged_LYS_tRNAs_c7 + 0.65 PPI_c7 + 0.35 aPPI_c7,0.0019365215677569411
7356,RXN_9514_p8,1.1.1.100,Acetoacetyl_ACPs_p8 + NADPH_p8 + PROTON_p8 --> Beta_3_hydroxybutyryl_ACPs_p8 + NADP_p8,0.0082051646467024
7357,LYSINE_TRNA_LIGASE_RXN_c6,6.1.1.6,0.65 ATP_c6 + LYS_c6 + LYS_tRNAs_c6 + PROTON_c6 + 0.35 aATP_c6 --> AMP_c6 + Charged_LYS_tRNAs_c6 + 0.65 PPI_c6 + 0.35 aPPI_c6,0.004495497321443023
7358,LYSINE_TRNA_LIGASE_RXN_c5,6.1.1.6,0.65 ATP_c5 + LYS_c5 + LYS_tRNAs_c5 + PROTON_c5 + 0.35 aATP_c5 --> AMP_c5 + Charged_LYS_tRNAs_c5 + 0.65 PPI_c5 + 0.35 aPPI_c5,0.008116644620147285
7359,LYSINE_TRNA_LIGASE_RXN_c4,6.1.1.6,0.65 ATP_c4 + LYS_c4 + LYS_tRNAs_c4 + PROTON_c4 + 0.35 aATP_c4 --> AMP_c4 + Charged_LYS_tRNAs_c4 + 0.65 PPI_c4 + 0.35 aPPI_c4,0.010251896918822225
7360,RXN_9514_p5,1.1.1.100,Acetoacetyl_ACPs_p5 + NADPH_p5 + PROTON_p5 --> Beta_3_hydroxybutyryl_ACPs_p5 + NADP_p5,0.07340510282725532
7361,RXN_9514_p4,1.1.1.100,Acetoacetyl_ACPs_p4 + NADPH_p4 + PROTON_p4 --> Beta_3_hydroxybutyryl_ACPs_p4 + NADP_p4,0.09625439738386785
7362,RXN_9514_p7,1.1.1.100,Acetoacetyl_ACPs_p7 + NADPH_p7 + PROTON_p7 --> Beta_3_hydroxybutyryl_ACPs_p7 + NADP_p7,0.019403949167942802
7363,LYSINE_TRNA_LIGASE_RXN_c9,6.1.1.6,0.65 ATP_c9 + LYS_c9 + LYS_tRNAs_c9 + PROTON_c9 + 0.35 aATP_c9 --> AMP_c9 + Charged_LYS_tRNAs_c9 + 0.65 PPI_c9 + 0.35 aPPI_c9,0.00022845871335153858
7364,RXN_9514_p6,1.1.1.100,Acetoacetyl_ACPs_p6 + NADPH_p6 + PROTON_p6 --> Beta_3_hydroxybutyryl_ACPs_p6 + NADP_p6,0.04157129757025291
7365,LYSINE_TRNA_LIGASE_RXN_c8,6.1.1.6,0.65 ATP_c8 + LYS_c8 + LYS_tRNAs_c8 + PROTON_c8 + 0.35 aATP_c8 --> AMP_c8 + Charged_LYS_tRNAs_c8 + 0.65 PPI_c8 + 0.35 aPPI_c8,0.0007106179973680195
7366,SUCROSE_PHOSPHATE_SYNTHASE_RXN_c9,2.4.1.14,FRUCTOSE_6P_c9 + UDP_GLUCOSE_c9 --> 0.5 PROTON_c9 + SUCROSE_6P_c9 + 0.5 UDP_c9 + 0.5 aUDP_c9,0.0
7367,ARG_HIS_mc9,NA,ARG_m9 + HIS_c9 <=> ARG_c9 + HIS_m9,0.0
7368,THR_PROTON_vc8,NA,1.0249 PROTON_v8 + THR_c8 --> PROTON_c8 + 0.9751 THR_v8 + 0.0249 aTHR_v8,0.0
